2024-09-25 11:28:05,836 - INFO - Bayes BCE loss: 0.5025, Standard error: 0.0067
2024-09-25 11:28:10,574 - INFO - Iter: 20, Train loss: 1.9421, BCE: 0.5025, LR: 0.000300, Time: 3.80s
2024-09-25 11:28:13,349 - INFO - Iter: 40, Train loss: 1.4833, BCE: 0.5025, LR: 0.000300, Time: 6.57s
2024-09-25 11:28:16,124 - INFO - Iter: 60, Train loss: 1.2972, BCE: 0.5025, LR: 0.000300, Time: 9.35s
2024-09-25 11:28:18,899 - INFO - Iter: 80, Train loss: 1.1916, BCE: 0.5025, LR: 0.000300, Time: 12.12s
2024-09-25 11:28:21,662 - INFO - Iter: 100, Train loss: 1.1311, BCE: 0.5025, LR: 0.000300, Time: 14.89s
2024-09-25 11:28:24,433 - INFO - Iter: 120, Train loss: 1.0880, BCE: 0.5025, LR: 0.000300, Time: 17.66s
2024-09-25 11:28:27,224 - INFO - Iter: 140, Train loss: 1.0659, BCE: 0.5025, LR: 0.000300, Time: 20.45s
2024-09-25 11:28:30,019 - INFO - Iter: 160, Train loss: 1.0380, BCE: 0.5025, LR: 0.000300, Time: 23.24s
2024-09-25 11:28:32,791 - INFO - Iter: 180, Train loss: 1.0252, BCE: 0.5025, LR: 0.000300, Time: 26.02s
2024-09-25 11:28:35,576 - INFO - Iter: 200, Train loss: 1.0033, BCE: 0.5025, LR: 0.000300, Time: 28.80s
2024-09-25 11:28:38,467 - INFO - Iter: 220, Train loss: 0.9973, BCE: 0.5025, LR: 0.000300, Time: 31.69s
2024-09-25 11:28:41,271 - INFO - Iter: 240, Train loss: 0.9937, BCE: 0.5025, LR: 0.000300, Time: 34.50s
2024-09-25 11:28:44,093 - INFO - Iter: 260, Train loss: 0.9829, BCE: 0.5025, LR: 0.000300, Time: 37.32s
2024-09-25 11:28:46,895 - INFO - Iter: 280, Train loss: 0.9760, BCE: 0.5025, LR: 0.000300, Time: 40.12s
2024-09-25 11:28:49,765 - INFO - Iter: 300, Train loss: 0.9686, BCE: 0.5025, LR: 0.000300, Time: 42.99s
2024-09-25 11:28:52,547 - INFO - Iter: 320, Train loss: 0.9699, BCE: 0.5025, LR: 0.000300, Time: 45.77s
2024-09-25 11:28:55,342 - INFO - Iter: 340, Train loss: 0.9665, BCE: 0.5025, LR: 0.000300, Time: 48.57s
2024-09-25 11:28:58,152 - INFO - Iter: 360, Train loss: 0.9595, BCE: 0.5025, LR: 0.000300, Time: 51.38s
2024-09-25 11:29:00,960 - INFO - Iter: 380, Train loss: 0.9591, BCE: 0.5025, LR: 0.000300, Time: 54.19s
2024-09-25 11:29:03,767 - INFO - Iter: 400, Train loss: 0.9565, BCE: 0.5025, LR: 0.000300, Time: 56.99s
2024-09-25 11:29:06,633 - INFO - Iter: 420, Train loss: 0.9541, BCE: 0.5025, LR: 0.000300, Time: 59.86s
2024-09-25 11:29:09,405 - INFO - Iter: 440, Train loss: 0.9480, BCE: 0.5025, LR: 0.000300, Time: 62.63s
