2024-09-25 12:08:09,589 - INFO - Bayes BCE loss: 0.4516, Standard error: 0.0057
2024-09-25 12:08:15,551 - INFO - Iter: 20, P Train loss: 313.2026, Train loss: 3.3835, BCE: 0.4516, LR: 0.001000, Time: 4.94s
2024-09-25 12:08:19,472 - INFO - Iter: 40, P Train loss: 172.9816, Train loss: 2.6667, BCE: 0.4516, LR: 0.001000, Time: 8.86s
2024-09-25 12:08:23,384 - INFO - Iter: 60, P Train loss: 148.5464, Train loss: 2.4015, BCE: 0.4516, LR: 0.001000, Time: 12.78s
2024-09-25 12:08:27,295 - INFO - Iter: 80, P Train loss: 136.6916, Train loss: 2.1818, BCE: 0.4516, LR: 0.001000, Time: 16.69s
2024-09-25 12:08:31,219 - INFO - Iter: 100, P Train loss: 129.2683, Train loss: 1.9970, BCE: 0.4516, LR: 0.001000, Time: 20.61s
2024-09-25 12:08:35,154 - INFO - Iter: 120, P Train loss: 123.0165, Train loss: 1.8262, BCE: 0.4516, LR: 0.001000, Time: 24.55s
2024-09-25 12:08:39,082 - INFO - Iter: 140, P Train loss: 117.8770, Train loss: 1.6542, BCE: 0.4516, LR: 0.001000, Time: 28.47s
2024-09-25 12:08:43,005 - INFO - Iter: 160, P Train loss: 113.6188, Train loss: 1.5019, BCE: 0.4516, LR: 0.001000, Time: 32.40s
2024-09-25 12:08:46,968 - INFO - Iter: 180, P Train loss: 109.8405, Train loss: 1.3712, BCE: 0.4516, LR: 0.001000, Time: 36.36s
2024-09-25 12:08:50,918 - INFO - Iter: 200, P Train loss: 106.7511, Train loss: 1.2493, BCE: 0.4516, LR: 0.001000, Time: 40.31s
2024-09-25 12:08:54,974 - INFO - Iter: 220, P Train loss: 104.2259, Train loss: 1.1544, BCE: 0.4516, LR: 0.001000, Time: 44.37s
2024-09-25 12:08:58,924 - INFO - Iter: 240, P Train loss: 101.9167, Train loss: 1.0709, BCE: 0.4516, LR: 0.001000, Time: 48.32s
2024-09-25 12:09:02,945 - INFO - Iter: 260, P Train loss: 99.8314, Train loss: 1.0051, BCE: 0.4516, LR: 0.001000, Time: 52.34s
2024-09-25 12:09:06,878 - INFO - Iter: 280, P Train loss: 97.6406, Train loss: 0.9524, BCE: 0.4516, LR: 0.001000, Time: 56.27s
2024-09-25 12:09:10,770 - INFO - Iter: 300, P Train loss: 95.2677, Train loss: 0.9070, BCE: 0.4516, LR: 0.001000, Time: 60.16s
2024-09-25 12:09:14,678 - INFO - Iter: 320, P Train loss: 92.5639, Train loss: 0.8732, BCE: 0.4516, LR: 0.001000, Time: 64.07s
2024-09-25 12:09:18,613 - INFO - Iter: 340, P Train loss: 89.6541, Train loss: 0.8404, BCE: 0.4516, LR: 0.001000, Time: 68.01s
2024-09-25 12:09:22,539 - INFO - Iter: 360, P Train loss: 86.5382, Train loss: 0.8120, BCE: 0.4516, LR: 0.001000, Time: 71.93s
2024-09-25 12:09:26,421 - INFO - Iter: 380, P Train loss: 83.3251, Train loss: 0.7897, BCE: 0.4516, LR: 0.001000, Time: 75.81s
2024-09-25 12:09:30,353 - INFO - Iter: 400, P Train loss: 80.0688, Train loss: 0.7741, BCE: 0.4516, LR: 0.001000, Time: 79.74s
2024-09-25 12:09:34,420 - INFO - Iter: 420, P Train loss: 76.8585, Train loss: 0.7590, BCE: 0.4516, LR: 0.001000, Time: 83.81s
2024-09-25 12:09:38,368 - INFO - Iter: 440, P Train loss: 73.7096, Train loss: 0.7438, BCE: 0.4516, LR: 0.001000, Time: 87.76s
2024-09-25 12:09:42,318 - INFO - Iter: 460, P Train loss: 70.7208, Train loss: 0.7331, BCE: 0.4516, LR: 0.001000, Time: 91.71s
2024-09-25 12:09:46,261 - INFO - Iter: 480, P Train loss: 67.8130, Train loss: 0.7191, BCE: 0.4516, LR: 0.001000, Time: 95.65s
2024-09-25 12:09:50,192 - INFO - Iter: 500, P Train loss: 64.9970, Train loss: 0.7061, BCE: 0.4516, LR: 0.001000, Time: 99.58s
2024-09-25 12:09:54,079 - INFO - Iter: 520, P Train loss: 62.3370, Train loss: 0.6996, BCE: 0.4516, LR: 0.001000, Time: 103.47s
2024-09-25 12:09:57,976 - INFO - Iter: 540, P Train loss: 59.8310, Train loss: 0.6925, BCE: 0.4516, LR: 0.001000, Time: 107.37s
2024-09-25 12:10:01,863 - INFO - Iter: 560, P Train loss: 57.4850, Train loss: 0.6841, BCE: 0.4516, LR: 0.001000, Time: 111.25s
2024-09-25 12:10:05,762 - INFO - Iter: 580, P Train loss: 55.2837, Train loss: 0.6770, BCE: 0.4516, LR: 0.000999, Time: 115.15s
2024-09-25 12:10:09,715 - INFO - Iter: 600, P Train loss: 53.2082, Train loss: 0.6684, BCE: 0.4516, LR: 0.000999, Time: 119.11s
2024-09-25 12:10:13,745 - INFO - Iter: 620, P Train loss: 51.2810, Train loss: 0.6630, BCE: 0.4516, LR: 0.000999, Time: 123.14s
2024-09-25 12:10:17,644 - INFO - Iter: 640, P Train loss: 49.4732, Train loss: 0.6557, BCE: 0.4516, LR: 0.000999, Time: 127.04s
2024-09-25 12:10:21,566 - INFO - Iter: 660, P Train loss: 47.7604, Train loss: 0.6522, BCE: 0.4516, LR: 0.000999, Time: 130.96s
2024-09-25 12:10:25,510 - INFO - Iter: 680, P Train loss: 46.1629, Train loss: 0.6491, BCE: 0.4516, LR: 0.000999, Time: 134.90s
2024-09-25 12:10:29,460 - INFO - Iter: 700, P Train loss: 44.6658, Train loss: 0.6474, BCE: 0.4516, LR: 0.000999, Time: 138.85s
2024-09-25 12:10:33,405 - INFO - Iter: 720, P Train loss: 43.2436, Train loss: 0.6437, BCE: 0.4516, LR: 0.000999, Time: 142.80s
2024-09-25 12:10:37,352 - INFO - Iter: 740, P Train loss: 41.9013, Train loss: 0.6393, BCE: 0.4516, LR: 0.000999, Time: 146.74s
2024-09-25 12:10:41,278 - INFO - Iter: 760, P Train loss: 40.6487, Train loss: 0.6346, BCE: 0.4516, LR: 0.000999, Time: 150.67s
2024-09-25 12:10:45,186 - INFO - Iter: 780, P Train loss: 39.4512, Train loss: 0.6291, BCE: 0.4516, LR: 0.000999, Time: 154.58s
2024-09-25 12:10:49,077 - INFO - Iter: 800, P Train loss: 38.3224, Train loss: 0.6254, BCE: 0.4516, LR: 0.000999, Time: 158.47s
2024-09-25 12:10:53,118 - INFO - Iter: 820, P Train loss: 37.2569, Train loss: 0.6221, BCE: 0.4516, LR: 0.000999, Time: 162.51s
2024-09-25 12:10:57,078 - INFO - Iter: 840, P Train loss: 36.2387, Train loss: 0.6165, BCE: 0.4516, LR: 0.000999, Time: 166.47s
2024-09-25 12:11:01,014 - INFO - Iter: 860, P Train loss: 35.2790, Train loss: 0.6142, BCE: 0.4516, LR: 0.000999, Time: 170.41s
