2024-09-25 09:55:59,589 - INFO - Bayes BCE loss: 0.7009, Standard error: 0.0089
2024-09-25 09:56:06,660 - INFO - Iter: 20, P Train loss: 182.2145, Train loss: 3.0928, BCE: 0.7009, LR: 0.001000, Time: 5.42s
2024-09-25 09:56:10,433 - INFO - Iter: 40, P Train loss: 114.8397, Train loss: 2.7907, BCE: 0.7009, LR: 0.001000, Time: 9.19s
2024-09-25 09:56:14,235 - INFO - Iter: 60, P Train loss: 104.3198, Train loss: 2.7396, BCE: 0.7009, LR: 0.001000, Time: 12.99s
2024-09-25 09:56:18,044 - INFO - Iter: 80, P Train loss: 98.8882, Train loss: 2.7026, BCE: 0.7009, LR: 0.001000, Time: 16.80s
2024-09-25 09:56:21,829 - INFO - Iter: 100, P Train loss: 95.4696, Train loss: 2.6605, BCE: 0.7009, LR: 0.001000, Time: 20.59s
2024-09-25 09:56:25,592 - INFO - Iter: 120, P Train loss: 92.8747, Train loss: 2.5940, BCE: 0.7009, LR: 0.001000, Time: 24.35s
2024-09-25 09:56:29,351 - INFO - Iter: 140, P Train loss: 90.6831, Train loss: 2.4898, BCE: 0.7009, LR: 0.001000, Time: 28.11s
2024-09-25 09:56:33,217 - INFO - Iter: 160, P Train loss: 88.5840, Train loss: 2.3536, BCE: 0.7009, LR: 0.001000, Time: 31.97s
2024-09-25 09:56:37,074 - INFO - Iter: 180, P Train loss: 86.4335, Train loss: 2.2118, BCE: 0.7009, LR: 0.001000, Time: 35.83s
2024-09-25 09:56:40,922 - INFO - Iter: 200, P Train loss: 84.2658, Train loss: 2.0643, BCE: 0.7009, LR: 0.001000, Time: 39.68s
2024-09-25 09:56:44,803 - INFO - Iter: 220, P Train loss: 82.1831, Train loss: 1.9403, BCE: 0.7009, LR: 0.001000, Time: 43.56s
2024-09-25 09:56:48,619 - INFO - Iter: 240, P Train loss: 80.1285, Train loss: 1.8317, BCE: 0.7009, LR: 0.001000, Time: 47.38s
2024-09-25 09:56:52,520 - INFO - Iter: 260, P Train loss: 78.1481, Train loss: 1.7352, BCE: 0.7009, LR: 0.001000, Time: 51.28s
2024-09-25 09:56:56,290 - INFO - Iter: 280, P Train loss: 76.1655, Train loss: 1.6609, BCE: 0.7009, LR: 0.001000, Time: 55.05s
2024-09-25 09:57:00,086 - INFO - Iter: 300, P Train loss: 74.2438, Train loss: 1.5987, BCE: 0.7009, LR: 0.001000, Time: 58.84s
2024-09-25 09:57:03,875 - INFO - Iter: 320, P Train loss: 72.4053, Train loss: 1.5442, BCE: 0.7009, LR: 0.001000, Time: 62.63s
2024-09-25 09:57:07,654 - INFO - Iter: 340, P Train loss: 70.5868, Train loss: 1.4962, BCE: 0.7009, LR: 0.001000, Time: 66.41s
2024-09-25 09:57:11,425 - INFO - Iter: 360, P Train loss: 68.8643, Train loss: 1.4539, BCE: 0.7009, LR: 0.001000, Time: 70.18s
2024-09-25 09:57:15,208 - INFO - Iter: 380, P Train loss: 67.2384, Train loss: 1.4182, BCE: 0.7009, LR: 0.001000, Time: 73.96s
2024-09-25 09:57:19,030 - INFO - Iter: 400, P Train loss: 65.6828, Train loss: 1.3917, BCE: 0.7009, LR: 0.001000, Time: 77.79s
2024-09-25 09:57:22,926 - INFO - Iter: 420, P Train loss: 64.1667, Train loss: 1.3675, BCE: 0.7009, LR: 0.001000, Time: 81.68s
2024-09-25 09:57:26,721 - INFO - Iter: 440, P Train loss: 62.7289, Train loss: 1.3446, BCE: 0.7009, LR: 0.001000, Time: 85.48s
2024-09-25 09:57:30,488 - INFO - Iter: 460, P Train loss: 61.3294, Train loss: 1.3203, BCE: 0.7009, LR: 0.001000, Time: 89.24s
2024-09-25 09:57:34,260 - INFO - Iter: 480, P Train loss: 59.9947, Train loss: 1.2964, BCE: 0.7009, LR: 0.001000, Time: 93.02s
2024-09-25 09:57:38,078 - INFO - Iter: 500, P Train loss: 58.6905, Train loss: 1.2772, BCE: 0.7009, LR: 0.001000, Time: 96.83s
2024-09-25 09:57:41,898 - INFO - Iter: 520, P Train loss: 57.4454, Train loss: 1.2611, BCE: 0.7009, LR: 0.001000, Time: 100.65s
2024-09-25 09:57:45,732 - INFO - Iter: 540, P Train loss: 56.2636, Train loss: 1.2476, BCE: 0.7009, LR: 0.001000, Time: 104.49s
2024-09-25 09:57:49,518 - INFO - Iter: 560, P Train loss: 55.1531, Train loss: 1.2310, BCE: 0.7009, LR: 0.001000, Time: 108.27s
2024-09-25 09:57:53,291 - INFO - Iter: 580, P Train loss: 54.0883, Train loss: 1.2133, BCE: 0.7009, LR: 0.000999, Time: 112.05s
2024-09-25 09:57:57,088 - INFO - Iter: 600, P Train loss: 53.0415, Train loss: 1.1998, BCE: 0.7009, LR: 0.000999, Time: 115.84s
2024-09-25 09:58:01,006 - INFO - Iter: 620, P Train loss: 52.0467, Train loss: 1.1868, BCE: 0.7009, LR: 0.000999, Time: 119.76s
2024-09-25 09:58:04,833 - INFO - Iter: 640, P Train loss: 51.0565, Train loss: 1.1732, BCE: 0.7009, LR: 0.000999, Time: 123.59s
2024-09-25 09:58:08,612 - INFO - Iter: 660, P Train loss: 50.1258, Train loss: 1.1626, BCE: 0.7009, LR: 0.000999, Time: 127.37s
2024-09-25 09:58:12,399 - INFO - Iter: 680, P Train loss: 49.2216, Train loss: 1.1538, BCE: 0.7009, LR: 0.000999, Time: 131.16s
2024-09-25 09:58:16,166 - INFO - Iter: 700, P Train loss: 48.3506, Train loss: 1.1475, BCE: 0.7009, LR: 0.000999, Time: 134.92s
2024-09-25 09:58:19,962 - INFO - Iter: 720, P Train loss: 47.4956, Train loss: 1.1387, BCE: 0.7009, LR: 0.000999, Time: 138.72s
2024-09-25 09:58:23,770 - INFO - Iter: 740, P Train loss: 46.6275, Train loss: 1.1276, BCE: 0.7009, LR: 0.000999, Time: 142.53s
2024-09-25 09:58:27,583 - INFO - Iter: 760, P Train loss: 45.7917, Train loss: 1.1197, BCE: 0.7009, LR: 0.000999, Time: 146.34s
2024-09-25 09:58:31,388 - INFO - Iter: 780, P Train loss: 44.9556, Train loss: 1.1118, BCE: 0.7009, LR: 0.000999, Time: 150.14s
2024-09-25 09:58:35,190 - INFO - Iter: 800, P Train loss: 44.1364, Train loss: 1.1031, BCE: 0.7009, LR: 0.000999, Time: 153.95s
