2024-09-25 14:12:10,372 - INFO - Bayes BCE loss: 1.5660, Standard error: 0.0113
2024-09-25 14:12:16,317 - INFO - Iter: 20, P Train loss: 82.9942, Train loss: 2.8887, BCE: 1.5660, LR: 0.001000, Time: 5.02s
2024-09-25 14:12:20,171 - INFO - Iter: 40, P Train loss: 62.7934, Train loss: 2.8002, BCE: 1.5660, LR: 0.001000, Time: 8.88s
2024-09-25 14:12:23,993 - INFO - Iter: 60, P Train loss: 57.9512, Train loss: 2.7956, BCE: 1.5660, LR: 0.001000, Time: 12.70s
2024-09-25 14:12:27,817 - INFO - Iter: 80, P Train loss: 55.9837, Train loss: 2.7977, BCE: 1.5660, LR: 0.001000, Time: 16.52s
2024-09-25 14:12:31,673 - INFO - Iter: 100, P Train loss: 54.8176, Train loss: 2.7902, BCE: 1.5660, LR: 0.001000, Time: 20.38s
2024-09-25 14:12:35,525 - INFO - Iter: 120, P Train loss: 53.7322, Train loss: 2.7864, BCE: 1.5660, LR: 0.001000, Time: 24.23s
2024-09-25 14:12:39,369 - INFO - Iter: 140, P Train loss: 52.5797, Train loss: 2.7799, BCE: 1.5660, LR: 0.001000, Time: 28.07s
2024-09-25 14:12:43,203 - INFO - Iter: 160, P Train loss: 51.4598, Train loss: 2.7781, BCE: 1.5660, LR: 0.001000, Time: 31.91s
2024-09-25 14:12:47,033 - INFO - Iter: 180, P Train loss: 50.4138, Train loss: 2.7734, BCE: 1.5660, LR: 0.001000, Time: 35.74s
2024-09-25 14:12:50,955 - INFO - Iter: 200, P Train loss: 49.5171, Train loss: 2.7657, BCE: 1.5660, LR: 0.001000, Time: 39.66s
2024-09-25 14:12:54,904 - INFO - Iter: 220, P Train loss: 48.6792, Train loss: 2.7564, BCE: 1.5660, LR: 0.001000, Time: 43.61s
2024-09-25 14:12:58,720 - INFO - Iter: 240, P Train loss: 47.9504, Train loss: 2.7381, BCE: 1.5660, LR: 0.001000, Time: 47.42s
2024-09-25 14:13:02,556 - INFO - Iter: 260, P Train loss: 47.2999, Train loss: 2.7193, BCE: 1.5660, LR: 0.001000, Time: 51.26s
2024-09-25 14:13:06,386 - INFO - Iter: 280, P Train loss: 46.7391, Train loss: 2.6935, BCE: 1.5660, LR: 0.001000, Time: 55.09s
2024-09-25 14:13:10,230 - INFO - Iter: 300, P Train loss: 46.2113, Train loss: 2.6657, BCE: 1.5660, LR: 0.001000, Time: 58.93s
2024-09-25 14:13:14,068 - INFO - Iter: 320, P Train loss: 45.7025, Train loss: 2.6394, BCE: 1.5660, LR: 0.001000, Time: 62.77s
2024-09-25 14:13:17,921 - INFO - Iter: 340, P Train loss: 45.2295, Train loss: 2.6110, BCE: 1.5660, LR: 0.001000, Time: 66.63s
2024-09-25 14:13:21,795 - INFO - Iter: 360, P Train loss: 44.7721, Train loss: 2.5813, BCE: 1.5660, LR: 0.001000, Time: 70.50s
2024-09-25 14:13:25,642 - INFO - Iter: 380, P Train loss: 44.3156, Train loss: 2.5521, BCE: 1.5660, LR: 0.001000, Time: 74.35s
2024-09-25 14:13:29,496 - INFO - Iter: 400, P Train loss: 43.8650, Train loss: 2.5235, BCE: 1.5660, LR: 0.001000, Time: 78.20s
2024-09-25 14:13:33,449 - INFO - Iter: 420, P Train loss: 43.4358, Train loss: 2.4985, BCE: 1.5660, LR: 0.001000, Time: 82.15s
2024-09-25 14:13:37,278 - INFO - Iter: 440, P Train loss: 43.0013, Train loss: 2.4748, BCE: 1.5660, LR: 0.001000, Time: 85.98s
2024-09-25 14:13:41,100 - INFO - Iter: 460, P Train loss: 42.5811, Train loss: 2.4510, BCE: 1.5660, LR: 0.001000, Time: 89.80s
2024-09-25 14:13:44,927 - INFO - Iter: 480, P Train loss: 42.1456, Train loss: 2.4299, BCE: 1.5660, LR: 0.001000, Time: 93.63s
2024-09-25 14:13:48,805 - INFO - Iter: 500, P Train loss: 41.6964, Train loss: 2.4087, BCE: 1.5660, LR: 0.001000, Time: 97.51s
2024-09-25 14:13:52,680 - INFO - Iter: 520, P Train loss: 41.2206, Train loss: 2.3908, BCE: 1.5660, LR: 0.001000, Time: 101.38s
2024-09-25 14:13:56,541 - INFO - Iter: 540, P Train loss: 40.7377, Train loss: 2.3752, BCE: 1.5660, LR: 0.001000, Time: 105.25s
2024-09-25 14:14:00,430 - INFO - Iter: 560, P Train loss: 40.2420, Train loss: 2.3569, BCE: 1.5660, LR: 0.001000, Time: 109.13s
2024-09-25 14:14:04,328 - INFO - Iter: 580, P Train loss: 39.7638, Train loss: 2.3420, BCE: 1.5660, LR: 0.000999, Time: 113.03s
2024-09-25 14:14:08,244 - INFO - Iter: 600, P Train loss: 39.2562, Train loss: 2.3254, BCE: 1.5660, LR: 0.000999, Time: 116.95s
2024-09-25 14:14:12,222 - INFO - Iter: 620, P Train loss: 38.7429, Train loss: 2.3103, BCE: 1.5660, LR: 0.000999, Time: 120.93s
2024-09-25 14:14:16,093 - INFO - Iter: 640, P Train loss: 38.2281, Train loss: 2.2959, BCE: 1.5660, LR: 0.000999, Time: 124.80s
2024-09-25 14:14:19,977 - INFO - Iter: 660, P Train loss: 37.7011, Train loss: 2.2836, BCE: 1.5660, LR: 0.000999, Time: 128.68s
2024-09-25 14:14:23,857 - INFO - Iter: 680, P Train loss: 37.1758, Train loss: 2.2693, BCE: 1.5660, LR: 0.000999, Time: 132.56s
2024-09-25 14:14:27,733 - INFO - Iter: 700, P Train loss: 36.6495, Train loss: 2.2583, BCE: 1.5660, LR: 0.000999, Time: 136.44s
2024-09-25 14:14:31,603 - INFO - Iter: 720, P Train loss: 36.1355, Train loss: 2.2495, BCE: 1.5660, LR: 0.000999, Time: 140.31s
2024-09-25 14:14:35,465 - INFO - Iter: 740, P Train loss: 35.6256, Train loss: 2.2384, BCE: 1.5660, LR: 0.000999, Time: 144.17s
2024-09-25 14:14:39,346 - INFO - Iter: 760, P Train loss: 35.1138, Train loss: 2.2281, BCE: 1.5660, LR: 0.000999, Time: 148.05s
2024-09-25 14:14:43,225 - INFO - Iter: 780, P Train loss: 34.6090, Train loss: 2.2195, BCE: 1.5660, LR: 0.000999, Time: 151.93s
2024-09-25 14:14:47,101 - INFO - Iter: 800, P Train loss: 34.0975, Train loss: 2.2067, BCE: 1.5660, LR: 0.000999, Time: 155.81s
