2024-09-25 09:56:50,412 - INFO - Bayes BCE loss: 0.4239, Standard error: 0.0054
2024-09-25 09:56:58,137 - INFO - Iter: 20, P Train loss: 384.1207, Train loss: 3.1950, BCE: 0.4239, LR: 0.001000, Time: 5.73s
2024-09-25 09:57:02,005 - INFO - Iter: 40, P Train loss: 203.7548, Train loss: 2.5495, BCE: 0.4239, LR: 0.001000, Time: 9.60s
2024-09-25 09:57:05,968 - INFO - Iter: 60, P Train loss: 170.1423, Train loss: 2.1592, BCE: 0.4239, LR: 0.001000, Time: 13.56s
2024-09-25 09:57:09,934 - INFO - Iter: 80, P Train loss: 154.3819, Train loss: 1.8504, BCE: 0.4239, LR: 0.001000, Time: 17.53s
2024-09-25 09:57:13,870 - INFO - Iter: 100, P Train loss: 143.5202, Train loss: 1.6022, BCE: 0.4239, LR: 0.001000, Time: 21.46s
2024-09-25 09:57:17,800 - INFO - Iter: 120, P Train loss: 134.7639, Train loss: 1.4013, BCE: 0.4239, LR: 0.001000, Time: 25.39s
2024-09-25 09:57:21,732 - INFO - Iter: 140, P Train loss: 128.0191, Train loss: 1.2472, BCE: 0.4239, LR: 0.001000, Time: 29.33s
2024-09-25 09:57:25,644 - INFO - Iter: 160, P Train loss: 123.0776, Train loss: 1.1281, BCE: 0.4239, LR: 0.001000, Time: 33.24s
2024-09-25 09:57:29,544 - INFO - Iter: 180, P Train loss: 119.1323, Train loss: 1.0392, BCE: 0.4239, LR: 0.001000, Time: 37.14s
2024-09-25 09:57:33,436 - INFO - Iter: 200, P Train loss: 116.0188, Train loss: 0.9645, BCE: 0.4239, LR: 0.001000, Time: 41.03s
2024-09-25 09:57:37,424 - INFO - Iter: 220, P Train loss: 113.4377, Train loss: 0.9006, BCE: 0.4239, LR: 0.001000, Time: 45.02s
2024-09-25 09:57:41,392 - INFO - Iter: 240, P Train loss: 111.1788, Train loss: 0.8536, BCE: 0.4239, LR: 0.001000, Time: 48.99s
2024-09-25 09:57:45,445 - INFO - Iter: 260, P Train loss: 108.7965, Train loss: 0.8144, BCE: 0.4239, LR: 0.001000, Time: 53.04s
2024-09-25 09:57:49,383 - INFO - Iter: 280, P Train loss: 106.0660, Train loss: 0.7808, BCE: 0.4239, LR: 0.001000, Time: 56.98s
2024-09-25 09:57:53,286 - INFO - Iter: 300, P Train loss: 102.9291, Train loss: 0.7549, BCE: 0.4239, LR: 0.001000, Time: 60.88s
2024-09-25 09:57:57,227 - INFO - Iter: 320, P Train loss: 99.3969, Train loss: 0.7311, BCE: 0.4239, LR: 0.001000, Time: 64.82s
2024-09-25 09:58:01,160 - INFO - Iter: 340, P Train loss: 95.4507, Train loss: 0.7058, BCE: 0.4239, LR: 0.001000, Time: 68.75s
2024-09-25 09:58:05,056 - INFO - Iter: 360, P Train loss: 91.2659, Train loss: 0.6879, BCE: 0.4239, LR: 0.001000, Time: 72.65s
2024-09-25 09:58:09,013 - INFO - Iter: 380, P Train loss: 86.9318, Train loss: 0.6735, BCE: 0.4239, LR: 0.001000, Time: 76.61s
2024-09-25 09:58:12,981 - INFO - Iter: 400, P Train loss: 82.6500, Train loss: 0.6590, BCE: 0.4239, LR: 0.001000, Time: 80.58s
2024-09-25 09:58:17,005 - INFO - Iter: 420, P Train loss: 78.4475, Train loss: 0.6484, BCE: 0.4239, LR: 0.001000, Time: 84.60s
2024-09-25 09:58:20,948 - INFO - Iter: 440, P Train loss: 74.3266, Train loss: 0.6357, BCE: 0.4239, LR: 0.001000, Time: 88.54s
2024-09-25 09:58:24,891 - INFO - Iter: 460, P Train loss: 70.3494, Train loss: 0.6266, BCE: 0.4239, LR: 0.001000, Time: 92.49s
2024-09-25 09:58:28,844 - INFO - Iter: 480, P Train loss: 66.5690, Train loss: 0.6146, BCE: 0.4239, LR: 0.001000, Time: 96.44s
2024-09-25 09:58:32,795 - INFO - Iter: 500, P Train loss: 63.0000, Train loss: 0.6068, BCE: 0.4239, LR: 0.001000, Time: 100.39s
2024-09-25 09:58:36,800 - INFO - Iter: 520, P Train loss: 59.6556, Train loss: 0.6008, BCE: 0.4239, LR: 0.001000, Time: 104.39s
2024-09-25 09:58:40,720 - INFO - Iter: 540, P Train loss: 56.5547, Train loss: 0.5922, BCE: 0.4239, LR: 0.001000, Time: 108.31s
