2024-09-25 13:02:21,171 - INFO - Bayes BCE loss: 0.8430, Standard error: 0.0098
2024-09-25 13:02:25,991 - INFO - Iter: 20, Train loss: 2.7485, BCE: 0.8430, LR: 0.000300, Time: 3.87s
2024-09-25 13:02:28,792 - INFO - Iter: 40, Train loss: 2.5741, BCE: 0.8430, LR: 0.000300, Time: 6.67s
2024-09-25 13:02:31,587 - INFO - Iter: 60, Train loss: 2.3992, BCE: 0.8430, LR: 0.000300, Time: 9.47s
2024-09-25 13:02:34,382 - INFO - Iter: 80, Train loss: 2.2606, BCE: 0.8430, LR: 0.000300, Time: 12.26s
2024-09-25 13:02:37,190 - INFO - Iter: 100, Train loss: 2.1405, BCE: 0.8430, LR: 0.000300, Time: 15.07s
2024-09-25 13:02:40,003 - INFO - Iter: 120, Train loss: 2.0539, BCE: 0.8430, LR: 0.000300, Time: 17.88s
2024-09-25 13:02:42,808 - INFO - Iter: 140, Train loss: 1.9847, BCE: 0.8430, LR: 0.000300, Time: 20.69s
2024-09-25 13:02:45,613 - INFO - Iter: 160, Train loss: 1.9298, BCE: 0.8430, LR: 0.000300, Time: 23.49s
2024-09-25 13:02:48,420 - INFO - Iter: 180, Train loss: 1.8834, BCE: 0.8430, LR: 0.000300, Time: 26.30s
2024-09-25 13:02:51,239 - INFO - Iter: 200, Train loss: 1.8373, BCE: 0.8430, LR: 0.000300, Time: 29.12s
2024-09-25 13:02:54,157 - INFO - Iter: 220, Train loss: 1.8080, BCE: 0.8430, LR: 0.000300, Time: 32.04s
2024-09-25 13:02:56,946 - INFO - Iter: 240, Train loss: 1.7816, BCE: 0.8430, LR: 0.000300, Time: 34.83s
2024-09-25 13:02:59,736 - INFO - Iter: 260, Train loss: 1.7542, BCE: 0.8430, LR: 0.000300, Time: 37.62s
2024-09-25 13:03:02,528 - INFO - Iter: 280, Train loss: 1.7352, BCE: 0.8430, LR: 0.000300, Time: 40.41s
2024-09-25 13:03:05,323 - INFO - Iter: 300, Train loss: 1.7165, BCE: 0.8430, LR: 0.000300, Time: 43.20s
2024-09-25 13:03:08,119 - INFO - Iter: 320, Train loss: 1.6955, BCE: 0.8430, LR: 0.000300, Time: 46.00s
2024-09-25 13:03:10,928 - INFO - Iter: 340, Train loss: 1.6815, BCE: 0.8430, LR: 0.000300, Time: 48.81s
2024-09-25 13:03:13,726 - INFO - Iter: 360, Train loss: 1.6685, BCE: 0.8430, LR: 0.000300, Time: 51.61s
2024-09-25 13:03:16,511 - INFO - Iter: 380, Train loss: 1.6613, BCE: 0.8430, LR: 0.000300, Time: 54.39s
2024-09-25 13:03:19,310 - INFO - Iter: 400, Train loss: 1.6512, BCE: 0.8430, LR: 0.000300, Time: 57.19s
2024-09-25 13:03:22,281 - INFO - Iter: 420, Train loss: 1.6458, BCE: 0.8430, LR: 0.000300, Time: 60.16s
2024-09-25 13:03:25,101 - INFO - Iter: 440, Train loss: 1.6353, BCE: 0.8430, LR: 0.000300, Time: 62.98s
2024-09-25 13:03:27,950 - INFO - Iter: 460, Train loss: 1.6247, BCE: 0.8430, LR: 0.000300, Time: 65.83s
2024-09-25 13:03:30,780 - INFO - Iter: 480, Train loss: 1.6183, BCE: 0.8430, LR: 0.000300, Time: 68.66s
2024-09-25 13:03:33,617 - INFO - Iter: 500, Train loss: 1.6122, BCE: 0.8430, LR: 0.000300, Time: 71.50s
2024-09-25 13:03:36,450 - INFO - Iter: 520, Train loss: 1.6086, BCE: 0.8430, LR: 0.000300, Time: 74.33s
