2024-09-25 12:03:14,834 - INFO - Bayes BCE loss: 1.2909, Standard error: 0.0113
2024-09-25 12:03:20,799 - INFO - Iter: 20, P Train loss: 101.8014, Train loss: 2.9100, BCE: 1.2909, LR: 0.001000, Time: 5.02s
2024-09-25 12:03:24,660 - INFO - Iter: 40, P Train loss: 73.8669, Train loss: 2.7969, BCE: 1.2909, LR: 0.001000, Time: 8.88s
2024-09-25 12:03:28,485 - INFO - Iter: 60, P Train loss: 67.8272, Train loss: 2.7986, BCE: 1.2909, LR: 0.001000, Time: 12.71s
2024-09-25 12:03:32,331 - INFO - Iter: 80, P Train loss: 65.4200, Train loss: 2.7943, BCE: 1.2909, LR: 0.001000, Time: 16.55s
2024-09-25 12:03:36,162 - INFO - Iter: 100, P Train loss: 64.0543, Train loss: 2.7861, BCE: 1.2909, LR: 0.001000, Time: 20.39s
2024-09-25 12:03:39,978 - INFO - Iter: 120, P Train loss: 62.9519, Train loss: 2.7814, BCE: 1.2909, LR: 0.001000, Time: 24.20s
2024-09-25 12:03:43,800 - INFO - Iter: 140, P Train loss: 61.7255, Train loss: 2.7762, BCE: 1.2909, LR: 0.001000, Time: 28.02s
2024-09-25 12:03:47,623 - INFO - Iter: 160, P Train loss: 60.4199, Train loss: 2.7663, BCE: 1.2909, LR: 0.001000, Time: 31.85s
2024-09-25 12:03:51,446 - INFO - Iter: 180, P Train loss: 59.1134, Train loss: 2.7507, BCE: 1.2909, LR: 0.001000, Time: 35.67s
2024-09-25 12:03:55,329 - INFO - Iter: 200, P Train loss: 57.8714, Train loss: 2.7210, BCE: 1.2909, LR: 0.001000, Time: 39.55s
2024-09-25 12:03:59,212 - INFO - Iter: 220, P Train loss: 56.6554, Train loss: 2.6833, BCE: 1.2909, LR: 0.001000, Time: 43.43s
2024-09-25 12:04:03,026 - INFO - Iter: 240, P Train loss: 55.5634, Train loss: 2.6402, BCE: 1.2909, LR: 0.001000, Time: 47.25s
2024-09-25 12:04:06,816 - INFO - Iter: 260, P Train loss: 54.5829, Train loss: 2.5921, BCE: 1.2909, LR: 0.001000, Time: 51.04s
2024-09-25 12:04:10,594 - INFO - Iter: 280, P Train loss: 53.6784, Train loss: 2.5400, BCE: 1.2909, LR: 0.001000, Time: 54.82s
2024-09-25 12:04:14,388 - INFO - Iter: 300, P Train loss: 52.8480, Train loss: 2.4905, BCE: 1.2909, LR: 0.001000, Time: 58.61s
2024-09-25 12:04:18,227 - INFO - Iter: 320, P Train loss: 52.0784, Train loss: 2.4440, BCE: 1.2909, LR: 0.001000, Time: 62.45s
2024-09-25 12:04:22,027 - INFO - Iter: 340, P Train loss: 51.3638, Train loss: 2.3982, BCE: 1.2909, LR: 0.001000, Time: 66.25s
