2024-09-25 11:28:32,731 - INFO - Bayes BCE loss: 0.4239, Standard error: 0.0054
2024-09-25 11:28:37,448 - INFO - Iter: 20, Train loss: 1.2014, BCE: 0.4239, LR: 0.000300, Time: 3.79s
2024-09-25 11:28:40,251 - INFO - Iter: 40, Train loss: 0.8936, BCE: 0.4239, LR: 0.000300, Time: 6.59s
2024-09-25 11:28:43,077 - INFO - Iter: 60, Train loss: 0.8152, BCE: 0.4239, LR: 0.000300, Time: 9.42s
2024-09-25 11:28:45,894 - INFO - Iter: 80, Train loss: 0.7736, BCE: 0.4239, LR: 0.000300, Time: 12.24s
2024-09-25 11:28:48,711 - INFO - Iter: 100, Train loss: 0.7300, BCE: 0.4239, LR: 0.000300, Time: 15.05s
2024-09-25 11:28:51,534 - INFO - Iter: 120, Train loss: 0.7049, BCE: 0.4239, LR: 0.000300, Time: 17.88s
2024-09-25 11:28:54,349 - INFO - Iter: 140, Train loss: 0.6836, BCE: 0.4239, LR: 0.000300, Time: 20.69s
2024-09-25 11:28:57,165 - INFO - Iter: 160, Train loss: 0.6667, BCE: 0.4239, LR: 0.000300, Time: 23.51s
2024-09-25 11:29:00,079 - INFO - Iter: 180, Train loss: 0.6678, BCE: 0.4239, LR: 0.000300, Time: 26.42s
2024-09-25 11:29:02,885 - INFO - Iter: 200, Train loss: 0.6623, BCE: 0.4239, LR: 0.000300, Time: 29.23s
2024-09-25 11:29:05,792 - INFO - Iter: 220, Train loss: 0.6581, BCE: 0.4239, LR: 0.000300, Time: 32.13s
2024-09-25 11:29:08,615 - INFO - Iter: 240, Train loss: 0.6545, BCE: 0.4239, LR: 0.000300, Time: 34.96s
2024-09-25 11:29:11,457 - INFO - Iter: 260, Train loss: 0.6491, BCE: 0.4239, LR: 0.000300, Time: 37.80s
2024-09-25 11:29:14,291 - INFO - Iter: 280, Train loss: 0.6470, BCE: 0.4239, LR: 0.000300, Time: 40.63s
2024-09-25 11:29:17,127 - INFO - Iter: 300, Train loss: 0.6424, BCE: 0.4239, LR: 0.000300, Time: 43.47s
2024-09-25 11:29:19,940 - INFO - Iter: 320, Train loss: 0.6404, BCE: 0.4239, LR: 0.000300, Time: 46.28s
2024-09-25 11:29:22,774 - INFO - Iter: 340, Train loss: 0.6323, BCE: 0.4239, LR: 0.000300, Time: 49.12s
2024-09-25 11:29:25,594 - INFO - Iter: 360, Train loss: 0.6268, BCE: 0.4239, LR: 0.000300, Time: 51.94s
2024-09-25 11:29:28,427 - INFO - Iter: 380, Train loss: 0.6247, BCE: 0.4239, LR: 0.000300, Time: 54.77s
2024-09-25 11:29:31,272 - INFO - Iter: 400, Train loss: 0.6212, BCE: 0.4239, LR: 0.000300, Time: 57.61s
2024-09-25 11:29:34,199 - INFO - Iter: 420, Train loss: 0.6181, BCE: 0.4239, LR: 0.000300, Time: 60.54s
2024-09-25 11:29:37,012 - INFO - Iter: 440, Train loss: 0.6159, BCE: 0.4239, LR: 0.000300, Time: 63.35s
2024-09-25 11:29:39,832 - INFO - Iter: 460, Train loss: 0.6145, BCE: 0.4239, LR: 0.000300, Time: 66.17s
2024-09-25 11:29:42,664 - INFO - Iter: 480, Train loss: 0.6085, BCE: 0.4239, LR: 0.000300, Time: 69.01s
2024-09-25 11:29:45,478 - INFO - Iter: 500, Train loss: 0.6067, BCE: 0.4239, LR: 0.000300, Time: 71.82s
2024-09-25 11:29:48,299 - INFO - Iter: 520, Train loss: 0.6041, BCE: 0.4239, LR: 0.000300, Time: 74.64s
2024-09-25 11:29:51,129 - INFO - Iter: 540, Train loss: 0.6018, BCE: 0.4239, LR: 0.000300, Time: 77.47s
2024-09-25 11:29:53,932 - INFO - Iter: 560, Train loss: 0.5991, BCE: 0.4239, LR: 0.000300, Time: 80.27s
2024-09-25 11:29:56,744 - INFO - Iter: 580, Train loss: 0.5968, BCE: 0.4239, LR: 0.000300, Time: 83.09s
2024-09-25 11:29:59,561 - INFO - Iter: 600, Train loss: 0.5922, BCE: 0.4239, LR: 0.000300, Time: 85.90s
2024-09-25 11:30:02,455 - INFO - Iter: 620, Train loss: 0.5905, BCE: 0.4239, LR: 0.000300, Time: 88.80s
2024-09-25 11:30:05,235 - INFO - Iter: 640, Train loss: 0.5869, BCE: 0.4239, LR: 0.000300, Time: 91.58s
2024-09-25 11:30:08,033 - INFO - Iter: 660, Train loss: 0.5852, BCE: 0.4239, LR: 0.000300, Time: 94.37s
2024-09-25 11:30:10,849 - INFO - Iter: 680, Train loss: 0.5846, BCE: 0.4239, LR: 0.000300, Time: 97.19s
2024-09-25 11:30:13,663 - INFO - Iter: 700, Train loss: 0.5862, BCE: 0.4239, LR: 0.000300, Time: 100.00s
2024-09-25 11:30:16,476 - INFO - Iter: 720, Train loss: 0.5841, BCE: 0.4239, LR: 0.000300, Time: 102.82s
2024-09-25 11:30:19,279 - INFO - Iter: 740, Train loss: 0.5812, BCE: 0.4239, LR: 0.000300, Time: 105.62s
2024-09-25 11:30:22,099 - INFO - Iter: 760, Train loss: 0.5787, BCE: 0.4239, LR: 0.000300, Time: 108.44s
2024-09-25 11:30:24,908 - INFO - Iter: 780, Train loss: 0.5775, BCE: 0.4239, LR: 0.000300, Time: 111.25s
2024-09-25 11:30:27,715 - INFO - Iter: 800, Train loss: 0.5749, BCE: 0.4239, LR: 0.000300, Time: 114.06s
2024-09-25 11:30:30,615 - INFO - Iter: 820, Train loss: 0.5735, BCE: 0.4239, LR: 0.000300, Time: 116.96s
2024-09-25 11:30:33,411 - INFO - Iter: 840, Train loss: 0.5703, BCE: 0.4239, LR: 0.000300, Time: 119.75s
2024-09-25 11:30:36,201 - INFO - Iter: 860, Train loss: 0.5698, BCE: 0.4239, LR: 0.000300, Time: 122.54s
2024-09-25 11:30:39,002 - INFO - Iter: 880, Train loss: 0.5666, BCE: 0.4239, LR: 0.000300, Time: 125.34s
2024-09-25 11:30:41,832 - INFO - Iter: 900, Train loss: 0.5639, BCE: 0.4239, LR: 0.000300, Time: 128.17s
2024-09-25 11:30:44,660 - INFO - Iter: 920, Train loss: 0.5639, BCE: 0.4239, LR: 0.000300, Time: 131.00s
2024-09-25 11:30:47,466 - INFO - Iter: 940, Train loss: 0.5617, BCE: 0.4239, LR: 0.000300, Time: 133.81s
2024-09-25 11:30:50,288 - INFO - Iter: 960, Train loss: 0.5619, BCE: 0.4239, LR: 0.000300, Time: 136.63s
2024-09-25 11:30:53,107 - INFO - Iter: 980, Train loss: 0.5609, BCE: 0.4239, LR: 0.000300, Time: 139.45s
2024-09-25 11:30:55,911 - INFO - Iter: 1000, Train loss: 0.5583, BCE: 0.4239, LR: 0.000300, Time: 142.25s
2024-09-25 11:30:58,814 - INFO - Iter: 1020, Train loss: 0.5574, BCE: 0.4239, LR: 0.000300, Time: 145.15s
2024-09-25 11:31:01,600 - INFO - Iter: 1040, Train loss: 0.5550, BCE: 0.4239, LR: 0.000300, Time: 147.94s
2024-09-25 11:31:04,385 - INFO - Iter: 1060, Train loss: 0.5531, BCE: 0.4239, LR: 0.000299, Time: 150.73s
2024-09-25 11:31:07,167 - INFO - Iter: 1080, Train loss: 0.5525, BCE: 0.4239, LR: 0.000299, Time: 153.51s
2024-09-25 11:31:09,983 - INFO - Iter: 1100, Train loss: 0.5511, BCE: 0.4239, LR: 0.000299, Time: 156.32s
2024-09-25 11:31:12,805 - INFO - Iter: 1120, Train loss: 0.5501, BCE: 0.4239, LR: 0.000299, Time: 159.15s
2024-09-25 11:31:15,609 - INFO - Iter: 1140, Train loss: 0.5495, BCE: 0.4239, LR: 0.000299, Time: 161.95s
2024-09-25 11:31:18,421 - INFO - Iter: 1160, Train loss: 0.5481, BCE: 0.4239, LR: 0.000299, Time: 164.76s
2024-09-25 11:31:21,242 - INFO - Iter: 1180, Train loss: 0.5476, BCE: 0.4239, LR: 0.000299, Time: 167.58s
2024-09-25 11:31:24,046 - INFO - Iter: 1200, Train loss: 0.5470, BCE: 0.4239, LR: 0.000299, Time: 170.39s
2024-09-25 11:31:27,048 - INFO - Iter: 1220, Train loss: 0.5461, BCE: 0.4239, LR: 0.000299, Time: 173.39s
2024-09-25 11:31:29,820 - INFO - Iter: 1240, Train loss: 0.5453, BCE: 0.4239, LR: 0.000299, Time: 176.16s
2024-09-25 11:31:32,603 - INFO - Iter: 1260, Train loss: 0.5441, BCE: 0.4239, LR: 0.000299, Time: 178.94s
2024-09-25 11:31:35,377 - INFO - Iter: 1280, Train loss: 0.5439, BCE: 0.4239, LR: 0.000299, Time: 181.72s
2024-09-25 11:31:38,171 - INFO - Iter: 1300, Train loss: 0.5427, BCE: 0.4239, LR: 0.000299, Time: 184.51s
2024-09-25 11:31:40,993 - INFO - Iter: 1320, Train loss: 0.5420, BCE: 0.4239, LR: 0.000299, Time: 187.33s
2024-09-25 11:31:43,794 - INFO - Iter: 1340, Train loss: 0.5411, BCE: 0.4239, LR: 0.000299, Time: 190.14s
2024-09-25 11:31:46,592 - INFO - Iter: 1360, Train loss: 0.5403, BCE: 0.4239, LR: 0.000299, Time: 192.93s
2024-09-25 11:31:49,368 - INFO - Iter: 1380, Train loss: 0.5388, BCE: 0.4239, LR: 0.000299, Time: 195.71s
2024-09-25 11:31:52,157 - INFO - Iter: 1400, Train loss: 0.5377, BCE: 0.4239, LR: 0.000299, Time: 198.50s
2024-09-25 11:31:55,076 - INFO - Iter: 1420, Train loss: 0.5368, BCE: 0.4239, LR: 0.000299, Time: 201.42s
2024-09-25 11:31:57,878 - INFO - Iter: 1440, Train loss: 0.5358, BCE: 0.4239, LR: 0.000299, Time: 204.22s
2024-09-25 11:32:00,686 - INFO - Iter: 1460, Train loss: 0.5349, BCE: 0.4239, LR: 0.000299, Time: 207.03s
2024-09-25 11:32:03,493 - INFO - Iter: 1480, Train loss: 0.5344, BCE: 0.4239, LR: 0.000299, Time: 209.83s
2024-09-25 11:32:06,280 - INFO - Iter: 1500, Train loss: 0.5335, BCE: 0.4239, LR: 0.000299, Time: 212.62s
2024-09-25 11:32:09,080 - INFO - Iter: 1520, Train loss: 0.5335, BCE: 0.4239, LR: 0.000299, Time: 215.42s
2024-09-25 11:32:11,882 - INFO - Iter: 1540, Train loss: 0.5320, BCE: 0.4239, LR: 0.000299, Time: 218.22s
2024-09-25 11:32:14,690 - INFO - Iter: 1560, Train loss: 0.5319, BCE: 0.4239, LR: 0.000299, Time: 221.03s
2024-09-25 11:32:17,497 - INFO - Iter: 1580, Train loss: 0.5317, BCE: 0.4239, LR: 0.000299, Time: 223.84s
