2024-09-25 09:54:04,127 - INFO - Bayes BCE loss: 0.5797, Standard error: 0.0077
2024-09-25 09:54:10,125 - INFO - Iter: 20, Train loss: 2.3943, BCE: 0.5797, LR: 0.000300, Time: 4.34s
2024-09-25 09:54:12,915 - INFO - Iter: 40, Train loss: 1.9689, BCE: 0.5797, LR: 0.000300, Time: 7.13s
2024-09-25 09:54:15,682 - INFO - Iter: 60, Train loss: 1.6608, BCE: 0.5797, LR: 0.000300, Time: 9.90s
2024-09-25 09:54:18,458 - INFO - Iter: 80, Train loss: 1.4837, BCE: 0.5797, LR: 0.000300, Time: 12.67s
2024-09-25 09:54:21,225 - INFO - Iter: 100, Train loss: 1.3879, BCE: 0.5797, LR: 0.000300, Time: 15.44s
2024-09-25 09:54:23,979 - INFO - Iter: 120, Train loss: 1.3396, BCE: 0.5797, LR: 0.000300, Time: 18.19s
2024-09-25 09:54:26,743 - INFO - Iter: 140, Train loss: 1.2947, BCE: 0.5797, LR: 0.000300, Time: 20.96s
2024-09-25 09:54:29,498 - INFO - Iter: 160, Train loss: 1.2602, BCE: 0.5797, LR: 0.000300, Time: 23.71s
2024-09-25 09:54:32,268 - INFO - Iter: 180, Train loss: 1.2496, BCE: 0.5797, LR: 0.000300, Time: 26.48s
2024-09-25 09:54:35,016 - INFO - Iter: 200, Train loss: 1.2233, BCE: 0.5797, LR: 0.000300, Time: 29.23s
2024-09-25 09:54:37,860 - INFO - Iter: 220, Train loss: 1.2126, BCE: 0.5797, LR: 0.000300, Time: 32.08s
2024-09-25 09:54:40,606 - INFO - Iter: 240, Train loss: 1.2024, BCE: 0.5797, LR: 0.000300, Time: 34.82s
2024-09-25 09:54:43,375 - INFO - Iter: 260, Train loss: 1.1904, BCE: 0.5797, LR: 0.000300, Time: 37.59s
2024-09-25 09:54:46,132 - INFO - Iter: 280, Train loss: 1.1845, BCE: 0.5797, LR: 0.000300, Time: 40.35s
2024-09-25 09:54:48,883 - INFO - Iter: 300, Train loss: 1.1800, BCE: 0.5797, LR: 0.000300, Time: 43.10s
2024-09-25 09:54:51,652 - INFO - Iter: 320, Train loss: 1.1731, BCE: 0.5797, LR: 0.000300, Time: 45.87s
2024-09-25 09:54:54,455 - INFO - Iter: 340, Train loss: 1.1643, BCE: 0.5797, LR: 0.000300, Time: 48.67s
2024-09-25 09:54:57,245 - INFO - Iter: 360, Train loss: 1.1620, BCE: 0.5797, LR: 0.000300, Time: 51.46s
2024-09-25 09:55:00,071 - INFO - Iter: 380, Train loss: 1.1585, BCE: 0.5797, LR: 0.000300, Time: 54.29s
2024-09-25 09:55:02,840 - INFO - Iter: 400, Train loss: 1.1525, BCE: 0.5797, LR: 0.000300, Time: 57.06s
2024-09-25 09:55:05,701 - INFO - Iter: 420, Train loss: 1.1509, BCE: 0.5797, LR: 0.000300, Time: 59.92s
2024-09-25 09:55:08,468 - INFO - Iter: 440, Train loss: 1.1491, BCE: 0.5797, LR: 0.000300, Time: 62.68s
2024-09-25 09:55:11,231 - INFO - Iter: 460, Train loss: 1.1428, BCE: 0.5797, LR: 0.000300, Time: 65.45s
2024-09-25 09:55:13,985 - INFO - Iter: 480, Train loss: 1.1406, BCE: 0.5797, LR: 0.000300, Time: 68.20s
2024-09-25 09:55:16,736 - INFO - Iter: 500, Train loss: 1.1367, BCE: 0.5797, LR: 0.000300, Time: 70.95s
2024-09-25 09:55:19,491 - INFO - Iter: 520, Train loss: 1.1371, BCE: 0.5797, LR: 0.000300, Time: 73.71s
2024-09-25 09:55:22,265 - INFO - Iter: 540, Train loss: 1.1392, BCE: 0.5797, LR: 0.000300, Time: 76.48s
2024-09-25 09:55:25,041 - INFO - Iter: 560, Train loss: 1.1321, BCE: 0.5797, LR: 0.000300, Time: 79.26s
2024-09-25 09:55:27,834 - INFO - Iter: 580, Train loss: 1.1262, BCE: 0.5797, LR: 0.000300, Time: 82.05s
2024-09-25 09:55:30,636 - INFO - Iter: 600, Train loss: 1.1224, BCE: 0.5797, LR: 0.000300, Time: 84.85s
