2024-09-25 10:35:41,393 - INFO - Bayes BCE loss: 0.7009, Standard error: 0.0089
2024-09-25 10:35:44,520 - INFO - Iter: 20, Train loss: 2.6507, BCE: 0.7009, LR: 0.001000, Time: 2.21s
2024-09-25 10:35:45,784 - INFO - Iter: 40, Train loss: 2.3867, BCE: 0.7009, LR: 0.001000, Time: 3.48s
2024-09-25 10:35:47,069 - INFO - Iter: 60, Train loss: 2.1521, BCE: 0.7009, LR: 0.001000, Time: 4.76s
2024-09-25 10:35:48,382 - INFO - Iter: 80, Train loss: 1.9826, BCE: 0.7009, LR: 0.001000, Time: 6.07s
2024-09-25 10:35:49,697 - INFO - Iter: 100, Train loss: 1.8585, BCE: 0.7009, LR: 0.001000, Time: 7.39s
2024-09-25 10:35:50,985 - INFO - Iter: 120, Train loss: 1.7578, BCE: 0.7009, LR: 0.001000, Time: 8.68s
2024-09-25 10:35:52,269 - INFO - Iter: 140, Train loss: 1.6927, BCE: 0.7009, LR: 0.001000, Time: 9.96s
2024-09-25 10:35:53,547 - INFO - Iter: 160, Train loss: 1.6394, BCE: 0.7009, LR: 0.001000, Time: 11.24s
2024-09-25 10:35:54,822 - INFO - Iter: 180, Train loss: 1.6017, BCE: 0.7009, LR: 0.001000, Time: 12.52s
2024-09-25 10:35:56,093 - INFO - Iter: 200, Train loss: 1.5610, BCE: 0.7009, LR: 0.001000, Time: 13.79s
2024-09-25 10:35:57,420 - INFO - Iter: 220, Train loss: 1.5343, BCE: 0.7009, LR: 0.001000, Time: 15.11s
2024-09-25 10:35:58,726 - INFO - Iter: 240, Train loss: 1.5177, BCE: 0.7009, LR: 0.001000, Time: 16.42s
2024-09-25 10:36:00,045 - INFO - Iter: 260, Train loss: 1.4893, BCE: 0.7009, LR: 0.001000, Time: 17.74s
2024-09-25 10:36:01,347 - INFO - Iter: 280, Train loss: 1.4744, BCE: 0.7009, LR: 0.001000, Time: 19.04s
2024-09-25 10:36:02,647 - INFO - Iter: 300, Train loss: 1.4599, BCE: 0.7009, LR: 0.001000, Time: 20.34s
2024-09-25 10:36:03,956 - INFO - Iter: 320, Train loss: 1.4468, BCE: 0.7009, LR: 0.001000, Time: 21.65s
2024-09-25 10:36:05,250 - INFO - Iter: 340, Train loss: 1.4343, BCE: 0.7009, LR: 0.001000, Time: 22.94s
2024-09-25 10:36:06,538 - INFO - Iter: 360, Train loss: 1.4228, BCE: 0.7009, LR: 0.001000, Time: 24.23s
2024-09-25 10:36:07,921 - INFO - Iter: 380, Train loss: 1.4169, BCE: 0.7009, LR: 0.001000, Time: 25.61s
2024-09-25 10:36:09,230 - INFO - Iter: 400, Train loss: 1.4096, BCE: 0.7009, LR: 0.001000, Time: 26.92s
2024-09-25 10:36:10,562 - INFO - Iter: 420, Train loss: 1.4057, BCE: 0.7009, LR: 0.001000, Time: 28.25s
2024-09-25 10:36:11,881 - INFO - Iter: 440, Train loss: 1.4006, BCE: 0.7009, LR: 0.001000, Time: 29.57s
2024-09-25 10:36:13,196 - INFO - Iter: 460, Train loss: 1.3897, BCE: 0.7009, LR: 0.001000, Time: 30.89s
2024-09-25 10:36:14,488 - INFO - Iter: 480, Train loss: 1.3813, BCE: 0.7009, LR: 0.001000, Time: 32.18s
2024-09-25 10:36:15,786 - INFO - Iter: 500, Train loss: 1.3772, BCE: 0.7009, LR: 0.001000, Time: 33.48s
2024-09-25 10:36:17,083 - INFO - Iter: 520, Train loss: 1.3743, BCE: 0.7009, LR: 0.001000, Time: 34.78s
2024-09-25 10:36:18,377 - INFO - Iter: 540, Train loss: 1.3724, BCE: 0.7009, LR: 0.001000, Time: 36.07s
2024-09-25 10:36:19,691 - INFO - Iter: 560, Train loss: 1.3646, BCE: 0.7009, LR: 0.001000, Time: 37.38s
2024-09-25 10:36:20,996 - INFO - Iter: 580, Train loss: 1.3576, BCE: 0.7009, LR: 0.000999, Time: 38.69s
2024-09-25 10:36:22,285 - INFO - Iter: 600, Train loss: 1.3510, BCE: 0.7009, LR: 0.000999, Time: 39.98s
2024-09-25 10:36:23,602 - INFO - Iter: 620, Train loss: 1.3477, BCE: 0.7009, LR: 0.000999, Time: 41.30s
2024-09-25 10:36:24,893 - INFO - Iter: 640, Train loss: 1.3439, BCE: 0.7009, LR: 0.000999, Time: 42.59s
2024-09-25 10:36:26,175 - INFO - Iter: 660, Train loss: 1.3417, BCE: 0.7009, LR: 0.000999, Time: 43.87s
2024-09-25 10:36:27,469 - INFO - Iter: 680, Train loss: 1.3390, BCE: 0.7009, LR: 0.000999, Time: 45.16s
2024-09-25 10:36:28,786 - INFO - Iter: 700, Train loss: 1.3386, BCE: 0.7009, LR: 0.000999, Time: 46.48s
2024-09-25 10:36:30,092 - INFO - Iter: 720, Train loss: 1.3371, BCE: 0.7009, LR: 0.000999, Time: 47.78s
2024-09-25 10:36:31,398 - INFO - Iter: 740, Train loss: 1.3333, BCE: 0.7009, LR: 0.000999, Time: 49.09s
2024-09-25 10:36:32,696 - INFO - Iter: 760, Train loss: 1.3292, BCE: 0.7009, LR: 0.000999, Time: 50.39s
2024-09-25 10:36:33,993 - INFO - Iter: 780, Train loss: 1.3285, BCE: 0.7009, LR: 0.000999, Time: 51.69s
2024-09-25 10:36:35,292 - INFO - Iter: 800, Train loss: 1.3273, BCE: 0.7009, LR: 0.000999, Time: 52.98s
2024-09-25 10:36:36,590 - INFO - Iter: 820, Train loss: 1.3235, BCE: 0.7009, LR: 0.000999, Time: 54.28s
2024-09-25 10:36:37,867 - INFO - Iter: 840, Train loss: 1.3195, BCE: 0.7009, LR: 0.000999, Time: 55.56s
2024-09-25 10:36:39,143 - INFO - Iter: 860, Train loss: 1.3173, BCE: 0.7009, LR: 0.000999, Time: 56.84s
2024-09-25 10:36:40,421 - INFO - Iter: 880, Train loss: 1.3147, BCE: 0.7009, LR: 0.000999, Time: 58.11s
2024-09-25 10:36:41,702 - INFO - Iter: 900, Train loss: 1.3140, BCE: 0.7009, LR: 0.000999, Time: 59.39s
2024-09-25 10:36:43,012 - INFO - Iter: 920, Train loss: 1.3157, BCE: 0.7009, LR: 0.000999, Time: 60.70s
2024-09-25 10:36:44,312 - INFO - Iter: 940, Train loss: 1.3142, BCE: 0.7009, LR: 0.000999, Time: 62.01s
2024-09-25 10:36:45,633 - INFO - Iter: 960, Train loss: 1.3165, BCE: 0.7009, LR: 0.000999, Time: 63.33s
2024-09-25 10:36:46,973 - INFO - Iter: 980, Train loss: 1.3159, BCE: 0.7009, LR: 0.000999, Time: 64.67s
2024-09-25 10:36:48,295 - INFO - Iter: 1000, Train loss: 1.3135, BCE: 0.7009, LR: 0.000998, Time: 65.99s
2024-09-25 10:36:49,635 - INFO - Iter: 1020, Train loss: 1.3135, BCE: 0.7009, LR: 0.000998, Time: 67.33s
2024-09-25 10:36:50,935 - INFO - Iter: 1040, Train loss: 1.3097, BCE: 0.7009, LR: 0.000998, Time: 68.63s
2024-09-25 10:36:52,232 - INFO - Iter: 1060, Train loss: 1.3092, BCE: 0.7009, LR: 0.000998, Time: 69.92s
2024-09-25 10:36:53,530 - INFO - Iter: 1080, Train loss: 1.3072, BCE: 0.7009, LR: 0.000998, Time: 71.22s
2024-09-25 10:36:54,830 - INFO - Iter: 1100, Train loss: 1.3068, BCE: 0.7009, LR: 0.000998, Time: 72.52s
2024-09-25 10:36:56,134 - INFO - Iter: 1120, Train loss: 1.3059, BCE: 0.7009, LR: 0.000998, Time: 73.83s
2024-09-25 10:36:57,434 - INFO - Iter: 1140, Train loss: 1.3047, BCE: 0.7009, LR: 0.000998, Time: 75.13s
2024-09-25 10:36:58,742 - INFO - Iter: 1160, Train loss: 1.3029, BCE: 0.7009, LR: 0.000998, Time: 76.43s
2024-09-25 10:37:00,079 - INFO - Iter: 1180, Train loss: 1.3024, BCE: 0.7009, LR: 0.000998, Time: 77.77s
2024-09-25 10:37:01,420 - INFO - Iter: 1200, Train loss: 1.3010, BCE: 0.7009, LR: 0.000998, Time: 79.11s
2024-09-25 10:37:02,765 - INFO - Iter: 1220, Train loss: 1.2994, BCE: 0.7009, LR: 0.000998, Time: 80.46s
2024-09-25 10:37:04,078 - INFO - Iter: 1240, Train loss: 1.2986, BCE: 0.7009, LR: 0.000998, Time: 81.77s
2024-09-25 10:37:05,378 - INFO - Iter: 1260, Train loss: 1.2967, BCE: 0.7009, LR: 0.000998, Time: 83.07s
2024-09-25 10:37:06,687 - INFO - Iter: 1280, Train loss: 1.2965, BCE: 0.7009, LR: 0.000997, Time: 84.38s
2024-09-25 10:37:07,995 - INFO - Iter: 1300, Train loss: 1.2962, BCE: 0.7009, LR: 0.000997, Time: 85.69s
2024-09-25 10:37:09,306 - INFO - Iter: 1320, Train loss: 1.2952, BCE: 0.7009, LR: 0.000997, Time: 87.00s
2024-09-25 10:37:10,597 - INFO - Iter: 1340, Train loss: 1.2950, BCE: 0.7009, LR: 0.000997, Time: 88.29s
2024-09-25 10:37:11,923 - INFO - Iter: 1360, Train loss: 1.2935, BCE: 0.7009, LR: 0.000997, Time: 89.62s
2024-09-25 10:37:13,221 - INFO - Iter: 1380, Train loss: 1.2930, BCE: 0.7009, LR: 0.000997, Time: 90.91s
2024-09-25 10:37:14,520 - INFO - Iter: 1400, Train loss: 1.2929, BCE: 0.7009, LR: 0.000997, Time: 92.21s
2024-09-25 10:37:15,871 - INFO - Iter: 1420, Train loss: 1.2919, BCE: 0.7009, LR: 0.000997, Time: 93.56s
2024-09-25 10:37:17,207 - INFO - Iter: 1440, Train loss: 1.2905, BCE: 0.7009, LR: 0.000997, Time: 94.90s
2024-09-25 10:37:18,526 - INFO - Iter: 1460, Train loss: 1.2904, BCE: 0.7009, LR: 0.000997, Time: 96.22s
2024-09-25 10:37:19,877 - INFO - Iter: 1480, Train loss: 1.2901, BCE: 0.7009, LR: 0.000997, Time: 97.57s
2024-09-25 10:37:21,209 - INFO - Iter: 1500, Train loss: 1.2894, BCE: 0.7009, LR: 0.000997, Time: 98.90s
2024-09-25 10:37:22,540 - INFO - Iter: 1520, Train loss: 1.2894, BCE: 0.7009, LR: 0.000996, Time: 100.23s
2024-09-25 10:37:23,855 - INFO - Iter: 1540, Train loss: 1.2881, BCE: 0.7009, LR: 0.000996, Time: 101.55s
2024-09-25 10:37:25,195 - INFO - Iter: 1560, Train loss: 1.2877, BCE: 0.7009, LR: 0.000996, Time: 102.89s
2024-09-25 10:37:26,496 - INFO - Iter: 1580, Train loss: 1.2877, BCE: 0.7009, LR: 0.000996, Time: 104.19s
2024-09-25 10:37:27,808 - INFO - Iter: 1600, Train loss: 1.2866, BCE: 0.7009, LR: 0.000996, Time: 105.50s
2024-09-25 10:37:29,107 - INFO - Iter: 1620, Train loss: 1.2861, BCE: 0.7009, LR: 0.000996, Time: 106.80s
2024-09-25 10:37:30,419 - INFO - Iter: 1640, Train loss: 1.2852, BCE: 0.7009, LR: 0.000996, Time: 108.11s
2024-09-25 10:37:31,725 - INFO - Iter: 1660, Train loss: 1.2851, BCE: 0.7009, LR: 0.000996, Time: 109.42s
2024-09-25 10:37:33,041 - INFO - Iter: 1680, Train loss: 1.2831, BCE: 0.7009, LR: 0.000996, Time: 110.73s
2024-09-25 10:37:34,365 - INFO - Iter: 1700, Train loss: 1.2822, BCE: 0.7009, LR: 0.000996, Time: 112.06s
2024-09-25 10:37:35,693 - INFO - Iter: 1720, Train loss: 1.2816, BCE: 0.7009, LR: 0.000995, Time: 113.39s
2024-09-25 10:37:37,020 - INFO - Iter: 1740, Train loss: 1.2809, BCE: 0.7009, LR: 0.000995, Time: 114.71s
2024-09-25 10:37:38,341 - INFO - Iter: 1760, Train loss: 1.2800, BCE: 0.7009, LR: 0.000995, Time: 116.03s
2024-09-25 10:37:39,679 - INFO - Iter: 1780, Train loss: 1.2792, BCE: 0.7009, LR: 0.000995, Time: 117.37s
2024-09-25 10:37:41,002 - INFO - Iter: 1800, Train loss: 1.2796, BCE: 0.7009, LR: 0.000995, Time: 118.70s
2024-09-25 10:37:42,317 - INFO - Iter: 1820, Train loss: 1.2781, BCE: 0.7009, LR: 0.000995, Time: 120.01s
2024-09-25 10:37:43,595 - INFO - Iter: 1840, Train loss: 1.2780, BCE: 0.7009, LR: 0.000995, Time: 121.29s
