2024-09-25 09:55:49,412 - INFO - Bayes BCE loss: 0.5025, Standard error: 0.0067
2024-09-25 09:55:56,506 - INFO - Iter: 20, P Train loss: 261.7945, Train loss: 3.4114, BCE: 0.5025, LR: 0.001000, Time: 5.50s
2024-09-25 09:56:00,371 - INFO - Iter: 40, P Train loss: 149.8717, Train loss: 2.7458, BCE: 0.5025, LR: 0.001000, Time: 9.37s
2024-09-25 09:56:04,215 - INFO - Iter: 60, P Train loss: 131.0033, Train loss: 2.5736, BCE: 0.5025, LR: 0.001000, Time: 13.21s
2024-09-25 09:56:08,076 - INFO - Iter: 80, P Train loss: 122.2139, Train loss: 2.4324, BCE: 0.5025, LR: 0.001000, Time: 17.07s
2024-09-25 09:56:11,904 - INFO - Iter: 100, P Train loss: 116.5212, Train loss: 2.2784, BCE: 0.5025, LR: 0.001000, Time: 20.90s
2024-09-25 09:56:15,724 - INFO - Iter: 120, P Train loss: 112.0676, Train loss: 2.1298, BCE: 0.5025, LR: 0.001000, Time: 24.72s
2024-09-25 09:56:19,543 - INFO - Iter: 140, P Train loss: 108.1963, Train loss: 1.9693, BCE: 0.5025, LR: 0.001000, Time: 28.54s
2024-09-25 09:56:23,327 - INFO - Iter: 160, P Train loss: 104.8134, Train loss: 1.7940, BCE: 0.5025, LR: 0.001000, Time: 32.32s
2024-09-25 09:56:27,123 - INFO - Iter: 180, P Train loss: 101.8012, Train loss: 1.6462, BCE: 0.5025, LR: 0.001000, Time: 36.12s
2024-09-25 09:56:30,911 - INFO - Iter: 200, P Train loss: 99.1723, Train loss: 1.5198, BCE: 0.5025, LR: 0.001000, Time: 39.91s
2024-09-25 09:56:34,852 - INFO - Iter: 220, P Train loss: 96.8313, Train loss: 1.4063, BCE: 0.5025, LR: 0.001000, Time: 43.85s
2024-09-25 09:56:38,640 - INFO - Iter: 240, P Train loss: 94.6542, Train loss: 1.3067, BCE: 0.5025, LR: 0.001000, Time: 47.64s
2024-09-25 09:56:42,425 - INFO - Iter: 260, P Train loss: 92.5589, Train loss: 1.2179, BCE: 0.5025, LR: 0.001000, Time: 51.42s
2024-09-25 09:56:46,197 - INFO - Iter: 280, P Train loss: 90.4172, Train loss: 1.1560, BCE: 0.5025, LR: 0.001000, Time: 55.19s
2024-09-25 09:56:49,981 - INFO - Iter: 300, P Train loss: 88.2551, Train loss: 1.0994, BCE: 0.5025, LR: 0.001000, Time: 58.98s
2024-09-25 09:56:53,780 - INFO - Iter: 320, P Train loss: 86.0672, Train loss: 1.0644, BCE: 0.5025, LR: 0.001000, Time: 62.78s
2024-09-25 09:56:57,598 - INFO - Iter: 340, P Train loss: 83.7845, Train loss: 1.0250, BCE: 0.5025, LR: 0.001000, Time: 66.59s
2024-09-25 09:57:01,408 - INFO - Iter: 360, P Train loss: 81.4755, Train loss: 0.9916, BCE: 0.5025, LR: 0.001000, Time: 70.40s
2024-09-25 09:57:05,202 - INFO - Iter: 380, P Train loss: 79.1103, Train loss: 0.9636, BCE: 0.5025, LR: 0.001000, Time: 74.20s
2024-09-25 09:57:08,997 - INFO - Iter: 400, P Train loss: 76.6683, Train loss: 0.9370, BCE: 0.5025, LR: 0.001000, Time: 77.99s
2024-09-25 09:57:12,856 - INFO - Iter: 420, P Train loss: 74.2717, Train loss: 0.9193, BCE: 0.5025, LR: 0.001000, Time: 81.85s
2024-09-25 09:57:16,638 - INFO - Iter: 440, P Train loss: 71.9321, Train loss: 0.8966, BCE: 0.5025, LR: 0.001000, Time: 85.64s
2024-09-25 09:57:20,470 - INFO - Iter: 460, P Train loss: 69.6658, Train loss: 0.8791, BCE: 0.5025, LR: 0.001000, Time: 89.47s
2024-09-25 09:57:24,314 - INFO - Iter: 480, P Train loss: 67.4893, Train loss: 0.8642, BCE: 0.5025, LR: 0.001000, Time: 93.31s
2024-09-25 09:57:28,160 - INFO - Iter: 500, P Train loss: 65.4217, Train loss: 0.8495, BCE: 0.5025, LR: 0.001000, Time: 97.16s
2024-09-25 09:57:32,045 - INFO - Iter: 520, P Train loss: 63.4593, Train loss: 0.8412, BCE: 0.5025, LR: 0.001000, Time: 101.04s
2024-09-25 09:57:35,908 - INFO - Iter: 540, P Train loss: 61.6112, Train loss: 0.8340, BCE: 0.5025, LR: 0.001000, Time: 104.90s
2024-09-25 09:57:39,772 - INFO - Iter: 560, P Train loss: 59.8342, Train loss: 0.8221, BCE: 0.5025, LR: 0.001000, Time: 108.77s
2024-09-25 09:57:44,693 - INFO - Iter: 580, P Train loss: 58.1565, Train loss: 0.8137, BCE: 0.5025, LR: 0.000999, Time: 113.69s
2024-09-25 09:57:48,492 - INFO - Iter: 600, P Train loss: 56.5458, Train loss: 0.8056, BCE: 0.5025, LR: 0.000999, Time: 117.49s
2024-09-25 09:57:52,363 - INFO - Iter: 620, P Train loss: 55.0013, Train loss: 0.7975, BCE: 0.5025, LR: 0.000999, Time: 121.36s
2024-09-25 09:57:56,166 - INFO - Iter: 640, P Train loss: 53.5239, Train loss: 0.7868, BCE: 0.5025, LR: 0.000999, Time: 125.16s
2024-09-25 09:58:00,008 - INFO - Iter: 660, P Train loss: 52.1314, Train loss: 0.7804, BCE: 0.5025, LR: 0.000999, Time: 129.01s
2024-09-25 09:58:03,864 - INFO - Iter: 680, P Train loss: 50.7984, Train loss: 0.7749, BCE: 0.5025, LR: 0.000999, Time: 132.86s
2024-09-25 09:58:07,712 - INFO - Iter: 700, P Train loss: 49.5099, Train loss: 0.7696, BCE: 0.5025, LR: 0.000999, Time: 136.71s
2024-09-25 09:58:11,575 - INFO - Iter: 720, P Train loss: 48.2732, Train loss: 0.7648, BCE: 0.5025, LR: 0.000999, Time: 140.57s
2024-09-25 09:58:15,472 - INFO - Iter: 740, P Train loss: 47.0848, Train loss: 0.7583, BCE: 0.5025, LR: 0.000999, Time: 144.47s
2024-09-25 09:58:19,360 - INFO - Iter: 760, P Train loss: 45.9509, Train loss: 0.7527, BCE: 0.5025, LR: 0.000999, Time: 148.36s
2024-09-25 09:58:23,247 - INFO - Iter: 780, P Train loss: 44.8581, Train loss: 0.7467, BCE: 0.5025, LR: 0.000999, Time: 152.24s
