2024-09-25 09:53:51,897 - INFO - Bayes BCE loss: 1.0336, Standard error: 0.0107
2024-09-25 09:53:56,470 - INFO - Iter: 20, Train loss: 2.7836, BCE: 1.0336, LR: 0.001000, Time: 2.86s
2024-09-25 09:53:57,682 - INFO - Iter: 40, Train loss: 2.7535, BCE: 1.0336, LR: 0.001000, Time: 4.07s
2024-09-25 09:53:58,894 - INFO - Iter: 60, Train loss: 2.7159, BCE: 1.0336, LR: 0.001000, Time: 5.28s
2024-09-25 09:54:00,129 - INFO - Iter: 80, Train loss: 2.6612, BCE: 1.0336, LR: 0.001000, Time: 6.52s
2024-09-25 09:54:01,363 - INFO - Iter: 100, Train loss: 2.5884, BCE: 1.0336, LR: 0.001000, Time: 7.75s
2024-09-25 09:54:02,603 - INFO - Iter: 120, Train loss: 2.5093, BCE: 1.0336, LR: 0.001000, Time: 8.99s
2024-09-25 09:54:03,840 - INFO - Iter: 140, Train loss: 2.4304, BCE: 1.0336, LR: 0.001000, Time: 10.23s
2024-09-25 09:54:05,062 - INFO - Iter: 160, Train loss: 2.3636, BCE: 1.0336, LR: 0.001000, Time: 11.45s
2024-09-25 09:54:06,297 - INFO - Iter: 180, Train loss: 2.2970, BCE: 1.0336, LR: 0.001000, Time: 12.68s
2024-09-25 09:54:07,532 - INFO - Iter: 200, Train loss: 2.2400, BCE: 1.0336, LR: 0.001000, Time: 13.92s
2024-09-25 09:54:08,842 - INFO - Iter: 220, Train loss: 2.1889, BCE: 1.0336, LR: 0.001000, Time: 15.23s
2024-09-25 09:54:10,122 - INFO - Iter: 240, Train loss: 2.1519, BCE: 1.0336, LR: 0.001000, Time: 16.51s
2024-09-25 09:54:11,394 - INFO - Iter: 260, Train loss: 2.1208, BCE: 1.0336, LR: 0.001000, Time: 17.78s
2024-09-25 09:54:12,662 - INFO - Iter: 280, Train loss: 2.0909, BCE: 1.0336, LR: 0.001000, Time: 19.05s
2024-09-25 09:54:13,930 - INFO - Iter: 300, Train loss: 2.0661, BCE: 1.0336, LR: 0.001000, Time: 20.32s
2024-09-25 09:54:15,194 - INFO - Iter: 320, Train loss: 2.0394, BCE: 1.0336, LR: 0.001000, Time: 21.58s
2024-09-25 09:54:16,457 - INFO - Iter: 340, Train loss: 2.0217, BCE: 1.0336, LR: 0.001000, Time: 22.84s
2024-09-25 09:54:17,702 - INFO - Iter: 360, Train loss: 2.0051, BCE: 1.0336, LR: 0.001000, Time: 24.09s
2024-09-25 09:54:19,039 - INFO - Iter: 380, Train loss: 1.9882, BCE: 1.0336, LR: 0.001000, Time: 25.43s
2024-09-25 09:54:20,304 - INFO - Iter: 400, Train loss: 1.9797, BCE: 1.0336, LR: 0.001000, Time: 26.69s
2024-09-25 09:54:21,567 - INFO - Iter: 420, Train loss: 1.9683, BCE: 1.0336, LR: 0.001000, Time: 27.95s
2024-09-25 09:54:22,808 - INFO - Iter: 440, Train loss: 1.9576, BCE: 1.0336, LR: 0.001000, Time: 29.19s
2024-09-25 09:54:24,053 - INFO - Iter: 460, Train loss: 1.9466, BCE: 1.0336, LR: 0.001000, Time: 30.44s
2024-09-25 09:54:25,307 - INFO - Iter: 480, Train loss: 1.9365, BCE: 1.0336, LR: 0.001000, Time: 31.69s
2024-09-25 09:54:26,550 - INFO - Iter: 500, Train loss: 1.9268, BCE: 1.0336, LR: 0.001000, Time: 32.94s
2024-09-25 09:54:27,801 - INFO - Iter: 520, Train loss: 1.9163, BCE: 1.0336, LR: 0.001000, Time: 34.19s
2024-09-25 09:54:29,044 - INFO - Iter: 540, Train loss: 1.9081, BCE: 1.0336, LR: 0.001000, Time: 35.43s
2024-09-25 09:54:30,324 - INFO - Iter: 560, Train loss: 1.8959, BCE: 1.0336, LR: 0.001000, Time: 36.71s
2024-09-25 09:54:31,573 - INFO - Iter: 580, Train loss: 1.8880, BCE: 1.0336, LR: 0.000999, Time: 37.96s
2024-09-25 09:54:32,814 - INFO - Iter: 600, Train loss: 1.8790, BCE: 1.0336, LR: 0.000999, Time: 39.20s
2024-09-25 09:54:34,097 - INFO - Iter: 620, Train loss: 1.8740, BCE: 1.0336, LR: 0.000999, Time: 40.48s
2024-09-25 09:54:35,345 - INFO - Iter: 640, Train loss: 1.8663, BCE: 1.0336, LR: 0.000999, Time: 41.73s
2024-09-25 09:54:36,590 - INFO - Iter: 660, Train loss: 1.8603, BCE: 1.0336, LR: 0.000999, Time: 42.98s
2024-09-25 09:54:37,842 - INFO - Iter: 680, Train loss: 1.8552, BCE: 1.0336, LR: 0.000999, Time: 44.23s
2024-09-25 09:54:39,109 - INFO - Iter: 700, Train loss: 1.8514, BCE: 1.0336, LR: 0.000999, Time: 45.50s
2024-09-25 09:54:40,394 - INFO - Iter: 720, Train loss: 1.8479, BCE: 1.0336, LR: 0.000999, Time: 46.78s
2024-09-25 09:54:41,691 - INFO - Iter: 740, Train loss: 1.8432, BCE: 1.0336, LR: 0.000999, Time: 48.08s
2024-09-25 09:54:42,985 - INFO - Iter: 760, Train loss: 1.8375, BCE: 1.0336, LR: 0.000999, Time: 49.37s
2024-09-25 09:54:44,274 - INFO - Iter: 780, Train loss: 1.8329, BCE: 1.0336, LR: 0.000999, Time: 50.66s
2024-09-25 09:54:45,559 - INFO - Iter: 800, Train loss: 1.8273, BCE: 1.0336, LR: 0.000999, Time: 51.95s
2024-09-25 09:54:46,853 - INFO - Iter: 820, Train loss: 1.8227, BCE: 1.0336, LR: 0.000999, Time: 53.24s
2024-09-25 09:54:48,122 - INFO - Iter: 840, Train loss: 1.8188, BCE: 1.0336, LR: 0.000999, Time: 54.51s
2024-09-25 09:54:49,382 - INFO - Iter: 860, Train loss: 1.8138, BCE: 1.0336, LR: 0.000999, Time: 55.77s
2024-09-25 09:54:50,656 - INFO - Iter: 880, Train loss: 1.8109, BCE: 1.0336, LR: 0.000999, Time: 57.04s
2024-09-25 09:54:51,914 - INFO - Iter: 900, Train loss: 1.8087, BCE: 1.0336, LR: 0.000999, Time: 58.30s
2024-09-25 09:54:53,169 - INFO - Iter: 920, Train loss: 1.8078, BCE: 1.0336, LR: 0.000999, Time: 59.56s
